id,date,lat,lon
3394.03,202102,40.651654,-73.981231
3395,201608,40.6763744,-74.00324957
3396,201608,40.6783563,-74.00014502
3397,201608,40.6763947,-73.99869893
3398,201608,40.6746957,-73.99785768
3399,201609,40.67260298150126,-73.98983001708984
340,201310,40.71269042,-73.98776323
3400,201608,40.7961535,-73.94782145
3400,202005,40.797,-73.947
3401,201608,40.6724811,-73.99331394
3402,201608,40.6902375,-73.99203074
3402,202002,40.689,-73.992
3403,201608,40.6705135,-73.98876585
3404,201608,40.6704922,-73.98541675
3405,201608,40.6704836,-73.98208968
3407,201610,40.67909799721684,-73.98765474557877
3408,201608,40.6881529,-73.99520919
3409,201609,40.6867443,-73.99063168
341,201310,40.71782143,-73.97628939
3410,201608,40.6864442,-73.98759104
3411,201608,40.6849668,-73.98620772
3412,201609,40.6853761,-73.98302136
3412,202002,40.686,-73.983
3413,201608,40.6827549,-73.98258555
3414,201609,40.680944723477296,-73.97567331790923
3415,201608,40.6793307,-73.97519523
3416,201608,40.6776147,-73.97324283
3416,202002,40.677,-73.974
3417,201608,40.6795766,-73.97854971
